Image 0, Image 1, Average xyz velocity, Features tracked, Average px velocity, Homography RMS Error, SNR
KR2_20140628_180000.JPG,KR2_20140630_153000.JPG,5.727621703917366,16034,12.64800830689425,0.25059926352698275,0.01981333799333328
KR2_20140630_153000.JPG,KR2_20140703_180000.JPG,8.835903763216,11527,16.322004629461034,0.5793553260359156,0.035495353615461286
KR2_20140703_180000.JPG,KR2_20140705_180000.JPG,6.903080978458959,3580,9.53594122603515,0.6364260078544548,0.06673971585698077
KR2_20140705_180000.JPG,KR2_20140707_180000.JPG,6.155447112348564,5601,13.019034129808368,0.24665964057049086,0.01894607834276578
